vehicle_id,make,model,listing,year_from,year_to
1556,Hyundai,Santa Fe,Santa Fe (CM) SUV 4x4,2009,2012
1557,Hyundai,Santa Fe,Santa Fe (DM) SUV 4x4,2012,2018
1558,Hyundai,Sonata,Sonata () Saloon,1998,2000
1559,Hyundai,Sonata,Sonata () Saloon,2001,2004
1560,Hyundai,Veloster,Veloster () Coupé,2011,2015
1561,Ineos,Grenadier,Grenadier  Pick Up 4x4,2021,
1562,Ineos,Grenadier,Grenadier  SUV 4x4,2021,
1563,Ineos,Quartermaster,Quartermaster  Pick Up 4x4,2023,
1564,Innocenti,Mini 120L,Mini 120L () Hatchback,1974,1982
1565,Innocenti,Mini 90L,Mini 90L () Hatchback,1974,1982
1566,Isuzu,D-Max,D-Max  Pick Up 4x4,2003,2011
1567,Isuzu,D-Max,D-Max (RG) Pick Up 4x4,2020,
1568,Isuzu,D-Max,"D-Max (TFR, TFS) Pick Up",2012,2020
1569,Isuzu,D-Max,"D-Max (TFR, TFS) Pick Up 4x4",2012,2020
1570,Isuzu,Trooper,Trooper (UBS69) SUV 4x4,1992,2002
1571,Isuzu,Trooper,Trooper (USB13/UBS52) SUV 4x4,1984,1986
1572,Isuzu,Trooper,Trooper (USB16/UBS52) SUV 4x4,1987,1991
1573,Isuzu,Trooper,Trooper (USB17/UBS55) SUV 4x4,1988,1991
1574,Iveco,Daily Bus,Daily Bus (II) Minibus,1988,1999
1575,Iveco,Daily Bus,Daily Bus (III) Minibus,1998,2006
1576,Iveco,Daily Bus,Daily Bus (IV) Minibus,2006,2011
1577,Iveco,Daily Bus,Daily Bus (IV) Minibus 4X4,2006,2011
1578,Iveco,Daily Bus,Daily Bus (V) Minibus,2011,2014
1579,Iveco,Daily Bus,Daily Bus (V) Minibus 4X4,2011,2014
1580,Iveco,Daily Bus,Daily Bus (VI) Van,2014,2025
1581,Iveco,Daily Van,Daily Van (II) Van,1988,1999
1582,Iveco,Daily Van,Daily Van (III) Van,1998,2006
1583,Iveco,Daily Van,Daily Van (IV) Van,2006,2011
1584,Iveco,Daily Van,Daily Van (IV) Van 4X4,2006,2011
1585,Iveco,Daily Van,Daily Van (V) Van,2011,2014
1586,Iveco,Daily Van,Daily Van (V) Van 4X4,2011,2014
1587,Iveco,Daily Van,Daily Van (VI) Van,2014,2026
1588,Jaguar,420,420  Saloon,1966,1969
1589,Jaguar,420G,420G  Saloon,1966,1970
1590,Jaguar,E-type,"E-type (Mk I, 1½, 2) Coupé",1961,1971
1591,Jaguar,E-type,"E-type (Mk I, 1½, 2) Roadster",1961,1971
1592,Jaguar,E-type,E-type (Mk III) Coupé,1971,1975
1593,Jaguar,E-type,E-type (Mk III) Roadster,1971,1975
1594,Jaguar,Mk II,Mk II  Saloon,1956,1967
1595,Jaguar,Mk IX,Mk IX  Saloon,1958,1961
1596,Jaguar,Mk VII,Mk VII  Saloon,1951,1956
1597,Jaguar,Mk VIII,Mk VIII  Saloon,1956,1958
1598,Jaguar,Mk X,Mk X  Saloon,1960,1966
1599,Jaguar,S Type,S Type  Saloon,1964,1966
1600,Jaguar,XJ12,XJ12  Saloon,1972,1993
1601,Jaguar,XJ6,XJ6  Saloon,1969,1986
1602,Jaguar,XJ-S,XJ-S  Coupé,1975,1996
1603,Jaguar,XJ-S,XJ-S  Roadster,1975,1996
1604,Jaguar,XK120,XK120  Roadster,1948,1954
1605,Jaguar,XK140,XK140  Roadster,1954,1957
1606,Jaguar,XK150,XK150  Roadster,1957,1961
1607,Jeep,Cherokee,Cherokee (KJ) SUV 4X4,2001,2007
1608,Jeep,Cherokee,Cherokee (KK) SUV 4X4,2007,2013
1609,Jeep,Cherokee,Cherokee (XJ) SUV 4X4,1984,2001
1610,Jeep,Commander,Commander (XH/XK) SUV 4X4,2005,2010
1611,Jeep,Grand Cherokee,Grand Cherokee (WH) SUV 4X4,2005,2011
1612,Jeep,Grand Cherokee,Grand Cherokee (WJ) SUV 4X4,1999,2004
1613,Jeep,Liberty,Liberty (KJ) SUV 4X4,2001,2007
1614,Jeep,Liberty,Liberty (KK) SUV 4X4,2007,2013
1615,Jeep,Wagoneer,Wagoneer (XJ) SUV 4X4,1984,2000
1616,Jeep,Wrangler,Wrangler (JK) SUV 4X4,2006,2017
1617,Jeep,Wrangler,Wrangler (JL) SUV 4X4,2017,2025
1618,Jeep,Wrangler,Wrangler (TJ) SUV 4X4,1996,2005
1619,Jenson,Interceptor,Interceptor  Hatchback,1963,1975
1620,Kia,Cee'd,Cee'd (J5) Hatchback,2012,2018
1621,Kia,Cee'd,Cee'd (J5) Sportwagen,2012,2018
1622,Kia,Magentis,Magentis (K5) Saloon,2000,2005
1623,Kia,Optima,Optima (K5) Saloon,2000,2005
1624,Kia,Pro Cee'd,Pro Cee'd (J5) Hatchback,2012,2018
1625,Kia,Sorento,Sorento (BL) SUV 4x4,2006,2009
1626,Kia,Sorento,Sorento (XM) SUV 4x4,2009,2012
1627,Kia,Sorento,Sorento (XM) SUV 4x4,2012,2014
1628,Kia,Sportage,Sportage (SL) SUV 4x4,2010,2016
1629,Lada,Niva,Niva (2121) SUV 4x4,1978,2009
1630,Lada,Niva,Niva (2123) SUV 4x4,2005,2014
1631,Lancia,Flaminia,Flaminia () Cabriolet,1958,1971
1632,Lancia,Flaminia,Flaminia () Coupé,1958,1971
1633,Lancia,Flaminia,Flaminia () Saloon,1958,1971
1634,Lancia,Flavia,Flavia () Saloon,1962,1967
1635,Lancia,Flavia,Flavia () Saloon,1967,1972
1636,Lancia,Flavia Zagato Sport,Flavia Zagato Sport () Coupé,1964,1966
1637,Lancia,Fulvia,Fulvia () Coupé,1963,1976
1638,Lancia,Ypsilon,Ypsilon (319) Hatchback,2011,
1639,Lancia,Ypsilon,Ypsilon (840) Hatchback,1996,2003
1640,Land Rover,Defender 110,Defender 110  SUV 4x4,1983,1999
1641,Land Rover,Defender 110,Defender 110  SUV 4x4,1999,2016
1642,Land Rover,Defender 130,Defender 130  SUV 4x4,1999,2016
1643,Land Rover,Defender 90,Defender 90  SUV 4x4,1984,1999
1644,Land Rover,Defender 90,Defender 90  SUV 4x4,1984,2016
1645,Land Rover,Defender 90,Defender 90  SUV 4x4,1999,2016
1646,Land Rover,Discovery I,Discovery I  SUV 4x4,1989,1994
1647,Land Rover,Discovery I,Discovery I  SUV 4x4,1994,1998
1648,Land Rover,Discovery II,Discovery II  SUV 4x4,1999,2004
1649,Land Rover,Discovery III,Discovery III  SUV 4x4,2004,2009
1650,Land Rover,Discovery IV,Discovery IV  SUV 4x4,2009,2016
1651,Land Rover,Range Rover,Range Rover  SUV 4x4,1971,1994
1652,Land Rover,Range Rover,Range Rover  SUV 4x4,1994,1996
1653,Lexus,IS200,IS200 (XE10) Saloon,1998,2005
1654,Lexus,IS200,IS200 (XE10) SportCross,1998,2005
1655,Lexus,IS300,IS300 (XE10) Saloon,1998,2005
1656,Lexus,IS300,IS300 (XE10) SportCross,1998,2005
1657,Lexus,LX450,LX450 (J80) SUV 4x4,1996,1998
1658,Man,TGE,TGE () Van,2017,
1659,Mazda,2,2 (DY) Hatchback,2004,2007
1660,Mazda,3,3 (BK) Hatchback,2003,2008
1661,Mazda,3,3 (BK) Saloon,2003,2008
1662,Mazda,3,3 (BL) Hatchback,2009,2013
1663,Mazda,3,3 (BL) Saloon,2009,2013
1664,Mazda,3,3 (BM/BN) Hatchback,2013,2018
1665,Mazda,3,3 (BM/BN) Saloon,2013,2018
1666,Mazda,5,5 (CR) MPV,2005,2010
1667,Mazda,5,5 (CW) MPV,2010,2017
1668,Mazda,6,6 (GJ/GL) Saloon,2013,2020
1669,Mazda,6,6 (GJ/GL) SportBreak,2012,2020
1670,Mazda,3 MPS,3 MPS (BK) Hatchback,2003,2008
1671,Mazda,3 MPS,3 MPS (BL) Hatchback,2009,2013
1672,Mazda,BT-50,BT-50 (UP/UR) Pick Up,2011,2017
1673,Mazda,BT-50,BT-50 (UP/UR) Pick Up 4x4,2011,2017
1674,Mazda,CX-3,CX-3 (DK) SUV,2014,2025
1675,Mazda,CX-3,CX-3 (DK) SUV AWD,2014,2025
1676,Mazda,CX-5,CX-5 (KE) SUV,2012,2017
1677,Mazda,CX-5,CX-5 (KF) SUV,2017,2025
1678,Mazda,CX-5,CX-5 (KF) SUV AWD,2017,2025
1679,Mazda,CX-60,CX-60  SUV,2022,
1680,Mazda,CX-60 Hybrid,CX-60 Hybrid  SUV AWD,2022,
1681,Mazda,MX-5,MX-5 (NA) Roadster,1989,1997
1682,Mazda,MX-5,MX-5 (NB) Roadster,1998,2005
1683,Mazda,MX-5,MX-5 (NC) Roadster,2005,2013
1684,Mazda,MX-5,MX-5 (ND) Roadster,2015,
1685,Mazda,RX-8,RX-8 () Coupé,2003,2007
1686,Mazda,RX-8,RX-8 () Coupé,2008,2008
1687,Mazda,RX-8,RX-8 () Coupé,2009,2012
1688,Mazda,CX-3,CX-3 (DK) SUV,2015,
1689,Mazda,CX-3,CX-3 (DK) SUV AWD,2015,
1690,Mazda,CX-5,CX-5 () SUV AWD,2016,
1691,Mazda,CX-5 MK II,CX-5 MK II () SUV,2016,
1692,Mercedes,C-Class,C-Class (S212) Estate,2009,2016
1693,Mercedes,C-Class,C-Class (W212) Saloon,2009,2016
1694,Mercedes-Benz,180,180 (W120) Saloon,1956,1962
1695,Mercedes-Benz,190,190 (W121) Saloon,1956,1962
1696,Mercedes-Benz,219,219 (W105) Saloon,1955,1959
1697,Mercedes-Benz,220,220 (W180) Saloon,1955,1959
1698,Mercedes-Benz,190-series,190-series (W201) Saloon,1983,1993
1699,Mercedes-Benz,190-series,190-series (W201) Saloon,1984,1990
1700,Mercedes-Benz,A-Class,A-Class (W176) Hatchback,2013,2018
1701,Mercedes-Benz,B-Class,B-Class (W246) Hatchback,2013,2018
1702,Mercedes-Benz,C-Class,C-Class (A205) Cabriolet,2013,2020
1703,Mercedes-Benz,C-Class,C-Class (C204) Sport Coupé,2007,2014
1704,Mercedes-Benz,C-Class,C-Class (C205) Sport Coupé,2013,2020
1705,Mercedes-Benz,C-Class,C-Class (S204) Combi,2007,2014
1706,Mercedes-Benz,C-Class,C-Class (S205) Combi,2013,2020
1707,Mercedes-Benz,C-Class,C-Class (W202) Combi,1996,2000
1708,Mercedes-Benz,C-Class,C-Class (W202) Saloon,1993,2000
1709,Mercedes-Benz,C-Class,C-Class (W203) Combi,2000,2008
1710,Mercedes-Benz,C-Class,C-Class (W203) Saloon,2000,2008
1711,Mercedes-Benz,C-Class,C-Class (W203) Sport Coupé,2000,2008
1712,Mercedes-Benz,C-Class,C-Class (W204) Saloon,2007,2014
1713,Mercedes-Benz,C-Class,C-Class (W205) Saloon,2013,2020
1714,Mercedes-Benz,C-Class,C-Class (W206) Saloon,2021,
1715,Mercedes-Benz,C-Class AMG,C-Class AMG (W202) Saloon,1997,2001
1716,Mercedes-Benz,CLA-Class,CLA-Class (C117) Saloon,2015,2018
1717,Mercedes-Benz,CLA-Class,CLA-Class (X117) Shooting Brake,2015,2018
1718,Mercedes-Benz,CLC-Class,CLC-Class (CL203) Coupé,2008,2011
1719,Mercedes-Benz,CLK-Class,CLK-Class (A209) Cabriolet,2002,2009
1720,Mercedes-Benz,CLK-Class,CLK-Class (C209) Coupé,2002,2009
1721,Mercedes-Benz,CLK-Class,CLK-Class (W208) Cabriolet,1996,2002
1722,Mercedes-Benz,CLK-Class,CLK-Class (W208) Coupé,1996,2002
1723,Mercedes-Benz,CLS-Class,CLS-Class (C218) Saloon,2011,2016
1724,Mercedes-Benz,CLS-Class,CLS-Class (C219) Saloon,2000,2010
1725,Mercedes-Benz,CLS-Class,CLS-Class (C257) Saloon,2016,2023
1726,Mercedes-Benz,E-Class,E-Class (C124) Coupé,1985,1995
1727,Mercedes-Benz,E-Class,E-Class (S123) Combi,1977,1985
1728,Mercedes-Benz,E-Class,E-Class (S210) Combi,1997,2002
1729,Mercedes-Benz,E-Class,E-Class (S212) Combi,2009,2016
1730,Mercedes-Benz,E-Class,E-Class (S213) Combi,2016,2023
1731,Mercedes-Benz,E-Class,E-Class (W114) Coupé,1968,1976
1732,Mercedes-Benz,E-Class,E-Class (W114) Saloon,1968,1976
1733,Mercedes-Benz,E-Class,E-Class (W115) Coupé,1968,1976
1734,Mercedes-Benz,E-Class,E-Class (W115) Saloon,1968,1976
1735,Mercedes-Benz,E-Class,E-Class (W123) Coupé,1976,1985
1736,Mercedes-Benz,E-Class,E-Class (W123) Saloon,1976,1985
1737,Mercedes-Benz,E-Class,E-Class (W124) Saloon,1985,1995
1738,Mercedes-Benz,E-Class,E-Class (W210) Saloon,1995,2002
1739,Mercedes-Benz,E-Class,E-Class (W211) Saloon,2002,2009
1740,Mercedes-Benz,E-Class,E-Class (W212) Saloon,2009,2016
1741,Mercedes-Benz,E-Class,E-Class (W213) Saloon,2016,2023
1742,Mercedes-Benz,G-Class,G-Class  (W460) SUV 4X4,1979,1990
1743,Mercedes-Benz,G-Class,G-Class  (W461) SUV 4X4,1990,2018
1744,Mercedes-Benz,G-Class,G-Class  (W463) SUV 4X4,1990,2018
1745,Mercedes-Benz,S-Class,S-Class (C126) Coupé,1980,1991
1746,Mercedes-Benz,S-Class,S-Class (W108) Saloon,1966,1972
1747,Mercedes-Benz,S-Class,S-Class (W109) Coupé,1966,1972
1748,Mercedes-Benz,S-Class,S-Class (W111) Cabriolet,1959,1971
1749,Mercedes-Benz,S-Class,S-Class (W111) Combi,1962,1967
1750,Mercedes-Benz,S-Class,S-Class (W111) Coupé,1959,1971
1751,Mercedes-Benz,S-Class,S-Class (W111) Saloon,1959,1971
1752,Mercedes-Benz,S-Class,S-Class (W116) Saloon,1973,1980
1753,Mercedes-Benz,S-Class,S-Class (W126) Saloon,1980,1991
1754,Mercedes-Benz,SL-Class,SL-Class (C107) Coupé,1971,1991
1755,Mercedes-Benz,SL-Class,SL-Class (R107) Roadster,1971,1991
1756,Mercedes-Benz,SL-Class,SL-Class (W113) Roadster,1963,1971
1757,Mercedes-Benz,SLK-Class,SLK-Class (R170) Roadster,1997,2004
1758,Mercedes-Benz,Sprinter 1,Sprinter 1 (W901) Van,1995,2006
1759,Mercedes-Benz,Sprinter 1,Sprinter 1 (W902) Van,1995,2006
1760,Mercedes-Benz,Sprinter 1,Sprinter 1 (W903) Van,1995,2006
1761,Mercedes-Benz,Sprinter 1,Sprinter 1 (W904) Van,1995,2006
1762,Mercedes-Benz,Sprinter 2,Sprinter 2 (W906) Van,2006,2018
1763,Mercedes-Benz,Sprinter 2,Sprinter 2 (W906) Van 4X4,2006,2018
1764,Mercedes-Benz,Sprinter 3,Sprinter 3 (W907) Van,2018,2023
1765,Mercedes-Benz,Sprinter 3,Sprinter 3 (W907) Van 4X4,2018,2023
1766,Mercedes-Benz,Sprinter 3,Sprinter 3 (W910) Van,2018,2023
1767,Mercedes-Benz,Sprinter Camper,Sprinter Camper (W906) Motorhome,2006,2018
1768,Mercedes-Benz,Sprinter Camper,Sprinter Camper (W907) Motorhome,2018,2023
1769,Mercedes-Benz,Sprinter Camper,Sprinter Camper (W910) Motorhome,2018,2023
1770,Mercedes-Benz,V-Class Viano,V-Class Viano (W447) Minibus,2014,2023
1771,Mercedes-Benz,V-Class Viano,V-Class Viano (W447) Minibus 4X4,2014,2023
1772,Mercedes-Benz,V-Class Viano,V-Class Viano (W639) Minibus,2003,2013
1773,Mercedes-Benz,V-Class Viano,V-Class Viano (W639) Minibus 4X4,2003,2013
1774,Mercedes-Benz,V-Class Vito,V-Class Vito (W447) Van,2014,2023
1775,Mercedes-Benz,V-Class Vito,V-Class Vito (W447) Van 4X4,2014,2023
1776,Mercedes-Benz,V-Class Vito,V-Class Vito (W639) Van,2003,2013
1777,Mercedes-Benz,V-Class Vito,V-Class Vito (W639) Van 4X4,2003,2013
1778,Mercedes-Benz,X-Class (W470),X-Class (W470) (W470) Pick up,2017,2023
1779,Mercedes-Benz,X-Class (W470),X-Class (W470) (W470) Pick up 4X4,2017,2023
1780,Mercury,Cougar,Cougar  Roadster,1967,1970
1781,MG,MG-B,MG-B  Roadster,1967,1975
1782,MG,MG-B,MG-B  Roadster,1975,1982
1783,MG,MG-B GT,MG-B GT  Coupé,1965,1975
1784,MG,MG-B GT,MG-B GT  Coupé,1975,1982
1785,MG,MG-C,MG-C  Roadster,1967,1969
1786,MG,MG-C GT,MG-C GT  Coupé,1967,1969
1787,Mini,Clubman Cooper,Clubman Cooper (F54) Estate,2014,2025
1788,Mini,Clubman Cooper,Clubman Cooper (F60) Estate,2016,2025
1789,Mini,Clubman Cooper,Clubman Cooper (R55) Estate,2006,2014
1790,Mini,Clubman Cooper 'S',Clubman Cooper 'S' (F54) Estate,2014,2025
1791,Mini,Clubman Cooper 'S',Clubman Cooper 'S' (F54) Estate ALL4,2014,2025
1792,Mini,Clubman Cooper 'S',Clubman Cooper 'S' (R55) Estate,2006,2014
1793,Mini,Clubman One,Clubman One (F54) Estate,2014,2025
1794,Mini,Clubman One,Clubman One (R55) Estate,2006,2014
1795,Mini,Cooper,Cooper (F55) Hatchback,2013,2025
1796,Mini,Cooper,Cooper (F56) Hatchback,2013,2025
1797,Mini,Cooper,Cooper (F57) Cabriolet,2014,2025
1798,Mini,Cooper,Cooper (R50) Hatchback,2001,2002
1799,Mini,Cooper,Cooper (R52) Cabriolet,2002,2006
1800,Mini,Cooper,Cooper (R53) Cabriolet,2002,2006
1801,Mini,Cooper,Cooper (R53) Hatchback,2002,2006
1802,Mini,Cooper,Cooper (R56) Hatchback,2005,2013
1803,Mini,Cooper,Cooper (R57) Cabriolet,2005,2013
1804,Mini,Cooper 'S',Cooper 'S' (F55) Hatchback,2013,2025
1805,Mini,Cooper 'S',Cooper 'S' (F56) Hatchback,2013,2025
1806,Mini,Cooper 'S',Cooper 'S' (F57) Cabriolet,2014,2025
1807,Mini,Cooper 'S',Cooper 'S' (R52) Cabriolet,2002,2006
1808,Mini,Cooper 'S',Cooper 'S' (R53) Cabriolet,2002,2006
1809,Mini,Cooper 'S',Cooper 'S' (R53) Hatchback,2002,2006
1810,Mini,Cooper 'S',Cooper 'S' (R56) Hatchback,2005,2013
1811,Mini,Cooper 'S',Cooper 'S' (R57) Cabriolet,2005,2013
1812,Mini,Cooper 'S',Cooper 'S' (R58) Coupé,2010,2015
1813,Mini,Cooper 'S',Cooper 'S' (R59) Roadster,2010,2015
1814,Mini,Countryman Cooper,Countryman Cooper (F60) Estate,2016,2025
1815,Mini,Countryman Cooper,Countryman Cooper (F60) Estate ALL4,2016,2025
1816,Mini,Countryman Cooper,Countryman Cooper (R60) Hatchback,2010,2016
1817,Mini,Countryman Cooper,Countryman Cooper (R60) Hatchback ALL4,2010,2016
1818,Mini,Countryman Cooper 'S',Countryman Cooper 'S' (F60) Estate,2016,2025
1819,Mini,Countryman Cooper 'S',Countryman Cooper 'S' (F60) Estate ALL4,2016,2025
1820,Mini,Countryman Cooper 'S',Countryman Cooper 'S' (R60) Hatchback,2010,2016
1821,Mini,Countryman Cooper 'S',Countryman Cooper 'S' (R60) Hatchback ALL4,2010,2016
1822,Mini,Countryman One,Countryman One (F60) Estate,2016,2025
1823,Mini,Countryman One,Countryman One (R60) Hatchback,2010,2016
1824,Mini,One,One (F55) Hatchback,2013,2025
1825,Mini,One,One (F56) Hatchback,2013,2025
1826,Mini,One,One (F57) Cabriolet,2014,2025
1827,Mini,One,One (R50) Hatchback,2001,2002
1828,Mini,One,One (R53) Hatchback,2002,2006
1829,Mini,One,One (R56) Hatchback,2005,2013
1830,Mini,One,One (R57) Cabriolet,2005,2013
1831,Mini,Paceman Cooper,Paceman Cooper (R61) Coupé,2012,2016
1832,Mitsubishi,Challenger,Challenger  SUV 4x4,1997,2000
1833,Mitsubishi,Challenger,Challenger  SUV 4x4,2000,2007
1834,Mitsubishi,Challenger,Challenger  SUV 4x4,2008,2014
1835,Mitsubishi,Express,Express (X82) Van,2020,
1836,Mitsubishi,L200,L200 (K22/K24) Pick up 4x4,1986,2003
1837,Mitsubishi,L200,L200 (K32/K33/K34) Pick up 4x4,1986,2003
1838,Mitsubishi,L200,L200 (K74/K75) Pick up 4x4,1996,2005
1839,Mitsubishi,L200,L200 (KA/KB) Pick up 4x4,2006,2015
1840,Mitsubishi,L200,L200 (KL) Pick up 4x4,2015,2019
1841,Mitsubishi,L200,L200 (L021) Pick up 4x4,1979,1996
1842,Mitsubishi,Montero,Montero (L04) SUV 4x4,1983,1991
1843,Mitsubishi,Montero,Montero (L14) SUV 4x4,1989,1991
1844,Mitsubishi,Montero,Montero (V21/V23/V24) SUV 4x4,1991,1999
1845,Mitsubishi,Montero,"Montero (V41/V43, V44) SUV 4x4",1991,1999
1846,Mitsubishi,Montero,Montero (V60) SUV 4x4,1999,2008
1847,Mitsubishi,Montero,Montero (V70) SUV 4x4,1999,2008
1848,Mitsubishi,Montero,Montero (V80) SUV 4x4,2007,2016
1849,Mitsubishi,Montero,Montero (V90) SUV 4x4,2007,2016
1850,Mitsubishi,Montero Sport,Montero Sport  SUV 4x4,1999,2007
1851,Mitsubishi,Montero Sport,Montero Sport  SUV 4x4,2008,2014
1852,Mitsubishi,Pajero,Pajero (L04) SUV 4x4,1983,1991
1853,Mitsubishi,Pajero,Pajero (L14) SUV 4x4,1989,1991
1854,Mitsubishi,Pajero,Pajero (V21/V23/V24) SUV 4x4,1991,1999
1855,Mitsubishi,Pajero,"Pajero (V41/V43, V44) SUV 4x4",1991,1999
1856,Mitsubishi,Pajero,Pajero (V60) SUV 4x4,1999,2008
1857,Mitsubishi,Pajero,Pajero (V70) SUV 4x4,1999,2008
1858,Mitsubishi,Pajero,Pajero (V80) SUV 4x4,2007,2016
1859,Mitsubishi,Pajero,Pajero (V90) SUV 4x4,2007,2016
1860,Mitsubishi,Pajero Sport,Pajero Sport  SUV 4x4,1999,2007
1861,Mitsubishi,Pajero Sport,Pajero Sport  SUV 4x4,2008,2014
1862,Mitsubishi,Shogun,Shogun (L04) SUV 4x4,1983,1991
1863,Mitsubishi,Shogun,Shogun (L14) SUV 4x4,1989,1991
1864,Mitsubishi,Shogun,Shogun (V21/V23/V24) SUV 4x4,1991,1999
1865,Mitsubishi,Shogun,"Shogun (V41/V43, V44) SUV 4x4",1991,1999
1866,Mitsubishi,Shogun,Shogun (V60) SUV 4x4,1999,2008
1867,Mitsubishi,Shogun,Shogun (V70) SUV 4x4,1999,2008
1868,Mitsubishi,Shogun,Shogun (V80) SUV 4x4,2007,2016
1869,Mitsubishi,Shogun,Shogun (V90) SUV 4x4,2007,2016
1870,Mitsubishi,Shogun Sport,Shogun Sport  SUV 4x4,1999,2007
1871,Mitsubishi,Shogun Sport,Shogun Sport  SUV 4x4,2008,2014
1872,Mitsubishi,Triton,Triton (K74/K75) Pick up 4x4,1996,2005
1873,Mitsubishi,Triton,Triton (KA/KB) Pick up 4x4,2006,2015
1874,Mitsubishi,Triton,Triton (KL) Pick up 4x4,2010,2015
1875,Morgan,4/4,4/4  Roadster,1961,1991
1876,Morgan,4/4,4/4  Roadster,1991,2018
1877,Morgan,Plus 4,Plus 4 () Roadster,1961,1991
1878,Morgan,Plus 4,Plus 4 () Roadster,1991,2018
1879,Morgan,V8,V8 () Roadster,1968,2004
1880,Morgan,V8,V8 () Roadster,2012,2018
1881,Morris,Mini,Mini  Estate,1959,1986
1882,Morris,Mini,Mini  Pick Up,1959,1986
1883,Morris,Mini,Mini  Saloon,1959,1986
1884,Morris,Mini,Mini  Van,1959,1986
1885,Nissan,300ZX,300ZX (Z31) Coupé,1984,1989
1886,Nissan,300ZX,300ZX (Z32) Coupé,1989,1996
1887,Nissan,350Z,350Z (Z33) Cabriolet,2003,2009
1888,Nissan,350Z,350Z (Z33) Coupé,2003,2009
1889,Nissan,Almera,Almera (N16) Hatchback,2000,2006
1890,Nissan,Almera,Almera (N16) Saloon,2000,2001
1891,Nissan,King Cab,King Cab (GD21) Pick up 4x4,1986,2004
1892,Nissan,King Cab,King Cab (MD21) Pick up 4x4,1986,2004
1893,Nissan,Micra,Micra (K21) Hatchback,2003,2010
1894,Nissan,Navara,Navara (D21) Pick up 4x4,1986,1997
1895,Nissan,Navara,Navara (D22) Pick up 4x4,1997,2004
1896,Nissan,Navara,Navara (D23) Pick up,2015,2020
1897,Nissan,Navara,Navara (D23) Pick up 4x4,2015,2020
1898,Nissan,Navara,Navara (D40) Pick up 4x4,2005,2015
1899,Nissan,Navara,Navara  (D23) Pick up,2015,2020
1900,Nissan,Note,Note () Hatchback,2006,2013
1901,Nissan,NV300,NV300  Minibus,2014,2023
1902,Nissan,NV300,NV300  Van,2014,2023
1903,Nissan,Pathfinder,Pathfinder (R51) SUV,2005,2014
1904,Nissan,Pathfinder,Pathfinder (R51) SUV 4x4,2005,2014
1905,Nissan,Pathfinder,Pathfinder (WD21) SUV,1986,1995
1906,Nissan,Pathfinder,Pathfinder (WD21) SUV 4x4,1986,1995
1907,Nissan,Patrol,Patrol (260) SUV 4x4,1989,2002
1908,Nissan,Patrol,Patrol (Y60) SUV 4x4,1987,1997
1909,Nissan,Patrol,Patrol (Y61) SUV 4x4,1997,2013
1910,Nissan,Primastar,Primastar  Minibus,2022,
1911,Nissan,Primastar,Primastar  Van,2022,
1912,Nissan,Qashqai,Qashqai (J10) SUV,2007,2013
1913,Nissan,Qashqai,Qashqai (J10) SUV 4x4,2007,2013
1914,Nissan,Qashqai,Qashqai (J11) SUV,2014,2019
1915,Nissan,Qashqai,Qashqai (J11) SUV 4x4,2014,2019
1916,Nissan,Terrano,Terrano (R20) SUV 4x4,1993,2004
1917,Nissan,Terrano,Terrano (WD21) SUV 4x4,1987,1993
1918,Nissan,X-Trail,X-Trail (T31) SUV,2007,2013
1919,Nissan,X-Trail,X-Trail (T31) SUV 4x4,2007,2013
1920,Nissan,X-Trail,X-Trail (T32) SUV,2013,2019
1921,Nissan,X-Trail,X-Trail (T32) SUV 4x4,2013,2019
1922,Oldsmobile,442,442 () Cabriolet,1964,1967
1923,Oldsmobile,442,442 () Coupé,1964,1967
1924,Oldsmobile,88 Delta Royale,88 Delta Royale () Coupé,1977,1985
1925,Oldsmobile,98 Regency,98 Regency () Saloon,1977,1985
1926,Oldsmobile,Custom Cruiser,Custom Cruiser () Station Wagon,1977,1993
1927,Oldsmobile,Cutlass Supreme,Cutlass Supreme () Coupé,1964,1967
1928,Oldsmobile,F 85,F 85 () Saloon,1968,1977
1929,Opel,Agila,Agila () Hatchback,2007,2014
1930,Opel,Ascona A,Ascona A () Saloon,1970,1975
1931,Opel,Ascona B,Ascona B () Saloon,1976,1981
1932,Opel,Astra,Astra (G) Hatchback,1991,1997
1933,Opel,Astra,Astra (G) Hatchback,1998,2004
1934,Opel,Astra,Astra (H) Hatchback,2004,2009
1935,Opel,Astra,Astra (H) Hatchback,2004,2010
1936,Opel,Astra,Astra (J) Hatchback,2009,2015
1937,Opel,Astra,Astra (J) Saloon,2009,2015
1938,Opel,Astra,Astra (J) Sports Tourer,2009,2015
1939,Opel,Astra,Astra (K) Hatchback,2009,2015
1940,Opel,Astra,Astra (K) Sports Tourer,2009,2015
1941,Opel,Calibra,Calibra (J) Coupé,1990,1998
1942,Opel,Combo,Combo () van,2001,2012
1943,Opel,Commodore,Commodore (A) Saloon,1967,1971
1944,Opel,Commodore,Commodore (B) Saloon,1971,1977
1945,Opel,Corsa,Corsa () Hatchback,1983,1993
1946,Opel,Corsa,Corsa () Hatchback,1993,2000
1947,Opel,Corsa,Corsa () Hatchback,2000,2006
1948,Opel,Corsa,Corsa () Hatchback,2006,2014
1949,Opel,Corsa,Corsa () Hatchback,2014,2019
1950,Opel,Crossland,Crossland (P17) SUV,2021,2024
1951,Opel,Crossland X,Crossland X (P17) SUV,2017,2020
