vehicle_id,make,model,listing,year_from,year_to
1123,BMW,4-Series,4-Series (G22) Coupé xDrive,2020,
1124,BMW,4-Series,4-Series (G23) Cabriolet,2020,
1125,BMW,4-Series,4-Series (G23) Cabriolet xDrive,2020,
1126,BMW,4-Series,4-Series (G26) Cabriolet,2020,
1127,BMW,4-Series,4-Series (G26) Cabriolet xDrive,2020,
1128,BMW,5-Series,5-Series (E12) Saloon,1977,1981
1129,BMW,5-Series,5-Series (E34) Saloon,1988,1996
1130,BMW,5-Series,5-Series (E34) Touring,1988,1996
1131,BMW,5-Series,5-Series (E39) Saloon,1995,2003
1132,BMW,5-Series,5-Series (E39) Touring,1995,2003
1133,BMW,5-Series,5-Series (E60) Saloon,2003,2009
1134,BMW,5-Series,5-Series (E61) Touring,2003,2010
1135,BMW,5-Series,5-Series (F10) Saloon,2009,2017
1136,BMW,5-Series,5-Series (F11) Touring,2009,2017
1137,BMW,5-Series,5-Series (F18) Saloon,2009,2017
1138,BMW,5-Series,5-Series (G30) Saloon,2017,2023
1139,BMW,5-Series,5-Series (G30) Saloon xDrive,2017,2023
1140,BMW,5-Series,5-Series (G31) Touring,2017,2023
1141,BMW,5-Series,5-Series (G31) Touring xDrive,2017,2023
1142,BMW,6-Series,6-Series (E24) Coupé,1977,1981
1143,BMW,6-Series,6-Series (G32) Saloon,2017,2023
1144,BMW,6-Series,6-Series (G32) Saloon xDrive,2017,2023
1145,BMW,7-Series E32,7-Series E32 (E32) Saloon,1990,1994
1146,BMW,M3,M3 (E30) Saloon,1985,1991
1147,BMW,M3,M3 (E36) Saloon,1993,1999
1148,BMW,M3,M3 (E46) Saloon,2000,2006
1149,BMW,M5,M5 (E39) Saloon,1998,2003
1150,BMW,X1,X1 (F48) SUV,2014,2023
1151,BMW,X1,X1 (F48) SUV  xDrive,2014,2023
1152,BMW,X2,X2 (F39) SUV,2016,2023
1153,BMW,X2,X2 (F39) SUV  xDrive,2016,2023
1154,BMW,X3,X3 (E83) SUV  xDrive,2003,2010
1155,BMW,X3,X3 (F25) SUV  xDrive,2010,2017
1156,BMW,X3,X3 (F97) SUV  xDrive,2017,2023
1157,BMW,X4,X4 (F26) SUV  xDrive,2014,2019
1158,BMW,X5,X5 (E70) SUV  xDrive,2007,2013
1159,BMW,X5,X5 (F15) SUV  xDrive,2013,2018
1160,BMW,X6,X6 (E71) SUV  xDrive,2008,2014
1161,BMW,X6,X6 (F16) SUV  xDrive,2014,2019
1162,BMW,Z3,Z3 (E30) Roadster,1989,1991
1163,BMW,Z3,Z3 (E36) Coupé,1997,2003
1164,BMW,Z3,Z3 (E36) Roadster,1994,2003
1165,BMW,Z3,Z3 (E36) Roadster,1996,2003
1166,BMW,Z3M Coupe,Z3M Coupe (E36) Coupé,1997,2002
1167,BMW,Z3M Roadster,Z3M Roadster (E36) Roadster,1996,2003
1168,BMW,Z-Series,Z-Series (E85) Roadster,2002,2008
1169,BMW,Z-Series,Z-Series (E86) Coupé,2006,2009
1170,BMW,Z-Series,Z-Series (E89) Roadster,2008,2016
1171,Buick,Century,Century  Estate,1973,1977
1172,Buick,Century,Century  Saloon,1970,1977
1173,Buick,Electra,Electra  Estate,1985,1990
1174,Buick,Electra,Electra  Saloon,1971,1976
1175,Buick,Electra,Electra  Saloon,1977,1985
1176,Buick,Estate,Estate  Estate,1971,1976
1177,Buick,Estate,Estate  Estate,1977,1985
1178,Buick,Le Sabre,Le Sabre  Estate,1985,1990
1179,Buick,Le Sabre,Le Sabre  Saloon,1971,1976
1180,Buick,Le Sabre,Le Sabre  Saloon,1977,1985
1181,Buick,Riviera,Riviera  Coupé,1971,1976
1182,Buick,Riviera,Riviera  Coupé,1977,1978
1183,Buick,Roadmaster,Roadmaster  Saloon,1992,1996
1184,Buick,Skylark,Skylark  Saloon,1964,1967
1185,Buick,Skylark,Skylark  Saloon,1968,1972
1186,Buick,Skylark,Skylark  Saloon,1973,1979
1187,Buick,Skylark,Skylark  Sportwagen,1970,1972
1188,Cadillac,BLS,BLS  Saloon,2006,2009
1189,Cadillac,BLS,BLS  Sportwagen,2006,2009
1190,Cadillac,Calais,Calais  Saloon,1977,1984
1191,Chevrolet,Avalanche,Avalanche  SUV,2000,2006
1192,Chevrolet,Avalanche,Avalanche  SUV,2008,2013
1193,Chevrolet,Bel Air,Bel Air  Saloon,1971,1976
1194,Chevrolet,Camaro,Camaro  Convertible,1982,1992
1195,Chevrolet,Camaro,Camaro  Coupé,1967,1969
1196,Chevrolet,Camaro,Camaro  Coupé,1968,1969
1197,Chevrolet,Camaro,Camaro  Coupé,1970,1981
1198,Chevrolet,Camaro,Camaro  Coupé,1982,1992
1199,Chevrolet,Camaro,Camaro  Coupé,1993,2002
1200,Chevrolet,Camaro,Camaro  Coupé,2010,2015
1201,Chevrolet,Camaro,Camaro  Coupé,2016,2023
1202,Chevrolet,Caprice,Caprice  Saloon,1977,1996
1203,Chevrolet,Chevelle,Chevelle  Coupé,1973,1977
1204,Chevrolet,Chevelle,Chevelle  Saloon,1968,1973
1205,Chevrolet,Chevelle,Chevelle  Saloon,1977,1977
1206,Chevrolet,Chevy II,Chevy II  Saloon,1968,1974
1207,Chevrolet,Chevy II,Chevy II  Saloon,1975,1979
1208,Chevrolet,Corvette,Corvette  Convertible,1963,1967
1209,Chevrolet,Corvette,Corvette  Convertible,1968,1983
1210,Chevrolet,Corvette,Corvette  Coupé,1963,1967
1211,Chevrolet,Corvette,Corvette  Coupé,1968,1983
1212,Chevrolet,Corvette,Corvette  Coupé,1997,2004
1213,Chevrolet,Corvette,Corvette  Coupé,2005,2013
1214,Chevrolet,Cruze,Cruze (J300) Hatchback,2008,2016
1215,Chevrolet,Cruze,Cruze (J300) Saloon,2008,2016
1216,Chevrolet,Cruze,Cruze (J300) Sports Tourer,2008,2016
1217,Chevrolet,El Camino,El Camino  Saloon,1968,1977
1218,Chevrolet,Impala,Impala  Saloon,1965,1976
1219,Chevrolet,Impala,Impala  Saloon,1977,1990
1220,Chevrolet,LUV,LUV  Pick Up,1973,1981
1221,Chevrolet,LUV,LUV  Pick Up 4X4,1973,1981
1222,Chevrolet,Niva,Niva  SUV,2005,2011
1223,Chevrolet,Silverado 1500,Silverado 1500  Pick Up  4x4,1999,2006
1224,Chevrolet,Silverado 1500,Silverado 1500  Pick Up  4x4,2008,2013
1225,Chevrolet,Silverado 1500,Silverado 1500  Pick Up  4x4,2014,2018
1226,Chevrolet,Silverado 1500,Silverado 1500  Pick Up 2WD,1999,2006
1227,Chevrolet,Silverado 1500,Silverado 1500  Pick Up 2WD,2005,2006
1228,Chevrolet,Silverado 1500,Silverado 1500  Pick Up 2WD,2007,2013
1229,Chevrolet,Silverado 1500,Silverado 1500  Pick Up 2WD,2014,2018
1230,Chevrolet,Silverado 2500,Silverado 2500  Pick Up  4x4,1999,2010
1231,Chevrolet,Silverado 2500,Silverado 2500  Pick Up 2WD,1999,2010
1232,Chevrolet,Silverado 3500,Silverado 3500  Pick Up  4x4,1999,2010
1233,Chevrolet,Silverado 3500,Silverado 3500  Pick Up 2WD,1999,2010
1234,Chevrolet,Suburban,Suburban  SUV 2WD,2000,2006
1235,Chevrolet,Suburban,Suburban  SUV 2WD,2015,2023
1236,Chevrolet,Tahoe,Tahoe  SUV  4x4,2000,2006
1237,Chevrolet,Tahoe,Tahoe  SUV  4x4,2008,2013
1238,Chevrolet,Tahoe,Tahoe  SUV 2WD,2000,2006
1239,Chevrolet,Tahoe,Tahoe  SUV 2WD,2008,2013
1240,Chevrolet,Tahoe,Tahoe  SUV 2WD,2015,2023
1241,Chrysler America,300 / 300c,300 / 300c  Saloon,2004,2010
1242,Chrysler America,300 / 300c,300 / 300c  Saloon,2011,2022
1243,Chrysler America,Crossfire,Crossfire  Cabriolet,2003,2006
1244,Chrysler America,Crossfire,Crossfire  Coupé,2003,2006
1245,Citroen,AX,AX  Hatchback,1986,1996
1246,Citroen,AX,AX  Hatchback,1991,1996
1247,Citroen,C2,C2  Hatchback,2006,2013
1248,Citroen,C3,C3 (SC) Hatchback,2009,2016
1249,Citroen,C3,C3 (SX/SY) Hatchback,2016,2024
1250,Citroen,C3 Aircross,C3 Aircross (2R/2C) SUV,2017,2020
1251,Citroen,C4,C4  Coupé,2004,2010
1252,Citroen,C4,C4  Hatchback,2004,2010
1253,Citroen,C4 Grand Picasso,C4 Grand Picasso  MPV,2013,2018
1254,Citroen,C4 Grand Space Tourer,C4 Grand Space Tourer  MPV,2018,2022
1255,Citroen,C4 Picasso,C4 Picasso  MPV,2013,2018
1256,Citroen,C4 Space Tourer,C4 Space Tourer  MPV,2018,2022
1257,Citroen,Dispatch,Dispatch  Van,2016,
1258,Citroen,DS3,DS3  Cabriolet,2009,2016
1259,Citroen,DS3,DS3  Hatchback,2009,2016
1260,Citroen,Grand Space Tourer,Grand Space Tourer  Bus,2016,
1261,Citroen,Jumpy,Jumpy  Van,2016,
1262,Citroen,Relay,Relay (230) Camper,1994,2001
1263,Citroen,Relay,Relay (230) MiniBus,1994,2001
1264,Citroen,Relay,Relay (230) Van,1994,2001
1265,Citroen,Relay,Relay (244) Camper,2001,2006
1266,Citroen,Relay,Relay (244) MiniBus,2001,2006
1267,Citroen,Relay,Relay (244) Van,2001,2006
1268,Citroen,Relay,Relay (250) Camper,2006,2023
1269,Citroen,Relay,Relay (250) MiniBus,2006,2023
1270,Citroen,Relay,Relay (250) Motorhome,2006,2023
1271,Citroen,Relay,Relay (250) Van,2006,2023
1272,Citroen,Relay,Relay (290) Camper,2006,2023
1273,Citroen,Relay,Relay (290) MiniBus,2006,2023
1274,Citroen,Relay,Relay (290) Motorhome,2006,2023
1275,Citroen,Relay,Relay (290) Van,2006,2023
1276,Citroen,Saxo,Saxo  Hatchback,1996,2004
1277,Citroen,Space Tourer,Space Tourer  Bus,2016,
1278,Citroen,Xsara,Xsara  Coupé,1997,2004
1279,Citroen,Xsara,Xsara  Coupé,1998,2004
1280,Citroen,Xsara,Xsara  Hatchback,1997,2004
1281,Citroen,Xsara,Xsara  Hatchback,1998,2004
1282,Citroen,ZX,ZX  Hatchback,1991,1998
1283,Cupra,Ateca,"Ateca (KH7, KHP) SUV",2018,2025
1284,Cupra,Ateca,"Ateca (KH7, KHP) SUV AWD",2018,2025
1285,Cupra,Formentor,Formentor (KM7) SUV,2020,
1286,Cupra,Formentor,Formentor (KM7) SUV AWD,2020,
1287,Cupra,Leon,Leon (KL1) Hatchback,2020,
1288,Cupra,Leon,Leon (KL1) Hatchback AWD,2020,
1289,Cupra,Leon,Leon (KL8) Sports Tourer,2020,
1290,Cupra,Leon,Leon (KL8) Sports Tourer AWD,2020,
1291,Dacia,Duster,Duster (HM) SUV,2018,2023
1292,Dacia,Duster,Duster (HM) SUV 4x4,2018,2023
1293,Dacia,Duster,Duster (HS) SUV,2010,2017
1294,Dacia,Duster,Duster (HS) SUV 4x4,2010,2017
1295,Daewoo,Espero,Espero  Saloon,1995,1999
1296,Daewoo,Lanos,Lanos  Hatchback,1997,2003
1297,Daewoo,Nexia,Nexia  Hatchback,1995,1999
1298,Daihatsu,Charade,Charade (XP90) Saloon,2011,2013
1299,Daihatsu,Charmant,Charmant  Saloon,1981,1983
1300,Daihatsu,Charmant,Charmant  Saloon,1983,1988
1301,Daimler,2.5,2.5  Saloon,1964,1969
1302,Daimler,Double six,Double six  Saloon,1964,1969
1303,Daimler,Double six,Double six  Saloon,1972,1993
1304,Daimler,Six,Six  Saloon,1964,1969
1305,Daimler,Sovereign,Sovereign  Saloon,1964,1969
1306,Daimler,Sovereign,Sovereign  Saloon,1970,1986
1307,Daimler,SP250 Dart,SP250 Dart  Roadster,1595,1964
1308,Dodge,Challenger,Challenger  Coupé,1970,1974
1309,Dodge,Challenger,Challenger  Coupé,2008,2010
1310,Dodge,Challenger,Challenger  Coupé,2011,2022
1311,Dodge,Charger,Charger  Coupé,1965,1972
1312,Dodge,Charger,Charger  Coupé,1973,1976
1313,Dodge,Charger,Charger  Saloon,2006,2010
1314,Dodge,Charger,Charger  Saloon,2011,2022
1315,Dodge,D50,D50  Pick Up,1979,1985
1316,Dodge,Magnum,Magnum  Estate,2004,2008
1317,Dodge,Ram 1500,Ram 1500   Pick Up,2002,2008
1318,Dodge,Ram 1500,Ram 1500   Pick Up,2009,2010
1319,Dodge,Ram 1500,Ram 1500   Pick Up 4X4,2002,2005
1320,Dodge,Ram 1500,Ram 1500   Pick Up 4X4,2006,2008
1321,Dodge,Ram 1500,Ram 1500   Pick Up 4X4,2009,2010
1322,Dodge,Ram 2500,Ram 2500  Pick Up,2003,2010
1323,Dodge,Ram 2500,Ram 2500  Pick Up 4X4,2003,2010
1324,Dodge,Ram 3500,Ram 3500  Pick Up,2003,2010
1325,Dodge,Ram 3500,Ram 3500  Pick Up 4X4,2003,2010
1326,Ferrari,246GTB,246GTB  Coupé,1969,1974
1327,Ferrari,246GTS,246GTS  Spider,1969,1974
1328,Ferrari,250GT,250GT (508) Coupé,1962,1964
1329,Ferrari,250GT 2+2,250GT 2+2 (508) Coupé,1961,1962
1330,Ferrari,250GT 2+2,250GT 2+2 (508) Coupé,1962,1964
1331,Ferrari,250GT 2+2,250GT 2+2 (508) Spider,1962,1964
1332,Ferrari,250GT Berlinetta Lusso,250GT Berlinetta Lusso (539) Coupé,1962,1964
1333,Ferrari,250GT Super America,250GT Super America (539) Coupé,1962,1964
1334,Ferrari,308GT4,308GT4  Coupé,1973,1980
1335,Ferrari,308GTB,308GTB  Coupé,1975,1985
1336,Ferrari,308GTS,308GTS  Spider,1975,1985
1337,Ferrari,328GTB,328GTB  Coupé,1985,1987
1338,Ferrari,328GTB,328GTB  Coupé,1987,1989
1339,Ferrari,328GTS,328GTS  Coupé,1985,1987
1340,Ferrari,328GTS,328GTS  Coupé,1987,1989
1341,Ferrari,348GTB,348GTB  Spider,1988,1995
1342,Ferrari,348GTS,348GTS  Coupé,1988,1995
1343,Ferrari,365GT4 2+2,365GT4 2+2  Coupé,1973,1975
1344,Ferrari,365GT4 BB,365GT4 BB  Coupé,1973,1976
1345,Ferrari,365GTB Daytona,365GTB Daytona  Coupé,1968,1973
1346,Ferrari,365GTS Daytona,365GTS Daytona  Spider,1971,1973
1347,Ferrari,400 Automatic,400 Automatic  Coupé,1977,1982
1348,Ferrari,400GT,400GT  Coupé,1977,1982
1349,Ferrari,412i,412i  Coupé,1977,1982
1350,Ferrari,512BB,512BB  Coupé,1976,1984
1351,Ferrari,512BBi,512BBi  Coupé,1976,1984
1352,Ferrari,Dino,Dino  Coupé,1969,1974
1353,Ferrari,Dino,Dino  Coupé,1973,1980
1354,Ferrari,Dino,Dino  Spider,1969,1974
1355,Ferrari,F40,F40  Coupé,1988,1991
1356,Ferrari,GTO288,GTO288  Coupé,1985,1985
1357,Ferrari,Mondial 8,Mondial 8  Coupé,1981,1985
1358,Ferrari,Testarossa,Testarossa  Coupé,1985,1991
1359,Fiat,124,124  Coupé,1966,1980
1360,Fiat,124,124  Saloon,1966,1980
1361,Fiat,124,124  Spider,1966,1980
1362,Fiat,124,124  Spider,2016,2020
1363,Fiat,500,500 (312) Cabriolet,2007,2023
1364,Fiat,500,500 (312) Hatchback,1957,1975
1365,Fiat,500,500 (312) Hatchback,2007,2023
1366,Fiat,Barchetta,Barchetta  Spider,1995,2005
1367,Fiat,City Cross,City Cross (319) Saloon,2011,
1368,Fiat,Coupé Turbo,Coupé Turbo,1995,2000
1369,Fiat,Croma,Croma  Saloon,2005,2009
1370,Fiat,Dino,Dino  Coupé,1967,1969
1371,Fiat,Dino,Dino   Spider,1969,1972
1372,Fiat,Ducato,Ducato (230) Camper,1994,2001
1373,Fiat,Ducato,Ducato (230) MiniBus,1994,2001
1374,Fiat,Ducato,Ducato (230) Van,1994,2001
1375,Fiat,Ducato,Ducato (244) Camper,2001,2006
1376,Fiat,Ducato,Ducato (244) MiniBus,2001,2006
1377,Fiat,Ducato,Ducato (244) Van,2001,2006
1378,Fiat,Ducato,Ducato (250) Camper,2006,2023
1379,Fiat,Ducato,Ducato (250) MiniBus,2006,2023
1380,Fiat,Ducato,Ducato (250) Motorhome,2006,2023
1381,Fiat,Ducato,Ducato (250) Van,2006,2023
1382,Fiat,Ducato,Ducato (290) Camper,2006,2023
1383,Fiat,Ducato,Ducato (290) MiniBus,2006,2023
1384,Fiat,Ducato,Ducato (290) Motorhome,2006,2023
1385,Fiat,Ducato,Ducato (290) Van,2006,2023
1386,Fiat,Fullback,Fullback (KV1T) Pick Up 4X4,2015,2019
1387,Fiat,Grande Punto,Grande Punto (199) Hatchback,2007,2018
1388,Fiat,Panda,Panda (169) Hatchback,2003,2012
1389,Fiat,Panda,Panda (319) Hatchback,2011,
1390,Fiat,Punto,Punto (176) Cabriolet,1993,1999
1391,Fiat,Punto,Punto (176) Hatchback,1993,1999
1392,Fiat,Punto,Punto (188) Hatchback,1999,2009
1393,Fiat,Scudo,Scudo  Van,2022,
1394,Fiat,Talento,Talento  Van,2016,2023
1395,Fiat,Ulysse,Ulysse  MPV,2022,
1396,Ford,Fiesta,Fiesta (MK VII) Hatchback,2017,2024
1397,Ford,Fiesta MK VII,Fiesta MK VII (HJ/HF) Hatchback,2017,2024
1398,Ford,Fiesta MK VII ST,Fiesta MK VII ST (HJ/HF) Hatchback,2017,2024
1399,Ford,Fiesta ST,Fiesta ST (MK VII) Hatchback,2017,2024
1400,Ford,Focus,Focus Mk IV Estate,2018,2025
1401,Ford,Focus MK IV,Focus MK IV () Estate,2018,
1402,Ford,Focus MK IV,Focus MK IV () Hatchback,2018,
1403,Ford,Focus MK IV,Focus MK IV () Saloon,2018,
1404,Ford,Focus MK IV ST,Focus MK IV ST () Estate,2018,
1405,Ford,Focus MK IV ST,Focus MK IV ST () Hatchback,2018,
1406,Ford,Bronco,Bronco  SUV 4X4,1967,1977
1407,Ford,Capri Mk3,Capri Mk3  Coupé,1973,1985
1408,Ford,C-Max,C-Max  MPV,2003,2010
1409,Ford,Econoline E250,Econoline E250  Van,1975,1991
1410,Ford,Econoline E350,Econoline E350  Van,1975,1991
1411,Ford,Escort Cosworth,Escort Cosworth  Saloon 4X4,1992,1994
1412,Ford,Escort RS 2000,Escort RS 2000  Saloon,1975,1975
1413,Ford,Everest,Everest  SUV 4X4,2015,2018
1414,Ford,Everest,Everest  SUV 4X4,2018,2023
1415,Ford,F100,F100  Pick Up,1965,1969
1416,Ford,F150,F150  Pick Up,1970,1980
1417,Ford,F150,F150  Pick Up,2004,2008
1418,Ford,F150,F150  Pick Up,2009,2014
1419,Ford,F150,F150  Pick Up,2015,2023
1420,Ford,F150,F150  Pick Up 4X4,2004,2008
1421,Ford,F150,F150  Pick Up 4X4,2009,2014
1422,Ford,F150,F150  Pick Up 4X4,2015,2023
1423,Ford,F250,F250  Pick Up,1965,1969
1424,Ford,F250,F250  Pick Up,1970,1979
1425,Ford,F250,F250  Pick Up,1999,2004
1426,Ford,F250,F250  Pick Up 4X4,2005,2016
1427,Ford,F350,F350  Pick Up,1967,1969
1428,Ford,F350,F350  Pick Up,1974,1979
1429,Ford,F350,F350  Pick Up,1999,2004
1430,Ford,F350,F350  Pick Up 4X4,1999,2004
1431,Ford,F350,F350  Pick Up 4X4,2005,2016
1432,Ford,Fiesta,Fiesta (Mk V) Hatchback,2002,2008
1433,Ford,Fiesta,Fiesta (Mk VI) Hatchback,2008,2016
1434,Ford,Fiesta ST,Fiesta ST (Mk V) Hatchback,2002,2008
1435,Ford,Fiesta ST,Fiesta ST (Mk VI) Hatchback,2013,2016
1436,Ford,Focus,Focus (Mk II) Cabriolet,2007,2010
1437,Ford,Focus,Focus (Mk II) Estate,2004,2011
1438,Ford,Focus,Focus (Mk II) Hatchback,2004,2011
1439,Ford,Focus,Focus (Mk III) Estate,2011,2014
1440,Ford,Focus,Focus (Mk III) Hatchback,2011,2014
1441,Ford,Focus,Focus (Mk III) Hatchback,2015,2018
1442,Ford,Focus,Focus (Mk IV) Hatchback,2018,2025
1443,Ford,Focus,Focus (Mk IV) Saloon,2018,2025
1444,Ford,Focus ST,Focus ST (Mk II) Hatchback,2004,2011
1445,Ford,Focus ST,Focus ST (Mk III) Hatchback,2012,2015
1446,Ford,Focus ST,Focus ST (Mk III) Hatchback,2015,2018
1447,Ford,Ka,Ka  Hatchback,2008,2015
1448,Ford,Maverick,Maverick  SUV 4x4,1993,2000
1449,Ford,Mondeo,Mondeo (Mk 5) Hatchback,2015,2020
1450,Ford,Mondeo,Mondeo (Mk IV) Hatchback,2007,2014
1451,Ford,Mondeo,Mondeo (Mk IV) Saloon,2007,2014
1452,Ford,Mustang,Mustang  Cabriolet,2004,2010
1453,Ford,Mustang,Mustang  Cabriolet,2010,2014
1454,Ford,Mustang,Mustang  Cabriolet,2015,2018
1455,Ford,Mustang,Mustang  Coupé,1964,1970
1456,Ford,Mustang,Mustang  Coupé,1971,1973
1457,Ford,Mustang,Mustang  Coupé,1987,1993
1458,Ford,Mustang,Mustang  Coupé,1994,2004
1459,Ford,Mustang,Mustang  Coupé,2004,2010
1460,Ford,Mustang,Mustang  Coupé,2010,2014
1461,Ford,Mustang,Mustang  Coupé,2015,2018
1462,Ford,Mustang,Mustang (S550) Cabriolet,2015,2023
1463,Ford,Mustang,Mustang (S550) Coupé,2015,2023
1464,Ford,Mustang,Mustang (S650) Cabriolet,2024,
1465,Ford,Mustang,Mustang (S650) Coupé,2024,
1466,Ford,Mustang Shelby GT500,Mustang Shelby GT500  Coupé,2004,2010
1467,Ford,Mustang Shelby GT500,Mustang Shelby GT500  Coupé,2010,2014
1468,Ford,Pinto,Pinto  Coupé,1970,1980
1469,Ford,Ranger,Ranger  Pick Up 4X4,2011,2018
1470,Ford,Ranger,Ranger  Pick Up 4X4,2018,2016
1471,Ford,Sierra Cosworth,Sierra Cosworth  Saloon,1986,1986
1472,Ford,Sierra Cosworth,Sierra Cosworth  Saloon,1987,1989
1473,Ford,Sierra Cosworth,Sierra Cosworth  Saloon 4X4,1990,1992
1474,Ford,Sierra XR,Sierra XR  Saloon 4X4,1985,1992
1475,Ford,Transit,Transit (V363) Camper,2013,2023
1476,Ford,Transit,Transit (V363) Combi,2013,2023
1477,Ford,Transit,Transit (V363) Van,2013,2023
1478,Ford,Transit,Transit (V363) Van 4X4,2013,2023
1479,GMC,Sierra 1500,Sierra 1500  Pick Up 4X4,1999,2007
1480,GMC,Sierra 1500,Sierra 1500  Pick Up 4X4,2005,2006
1481,GMC,Sierra 1500,Sierra 1500  Pick Up 4X4,2008,2013
1482,GMC,Sierra 1500,Sierra 1500  Pick Up 4X4,2014,2018
1483,GMC,Sierra 1500,Sierra 1500 () Pick Up,2008,2013
1484,GMC,Sierra 1500,Sierra 1500 () Pick Up,2014,2018
1485,GMC,Sierra 2500,Sierra 2500  Pick Up 4X4,1999,2010
1486,GMC,Sierra 2500,Sierra 2500 () Pick Up,1999,2010
1487,GMC,Sierra 3500,Sierra 3500  Pick Up 4X4,1999,2010
1488,GMC,Sierra 3500,Sierra 3500 () Pick Up,1999,2010
1489,GMC,Yukon,Yukon  SUV 4X4,2000,2006
1490,GMC,Yukon,Yukon  SUV 4X4,2008,2013
1491,GMC,Yukon,Yukon  SUV 4X4,2015,2018
1492,GMC,Yukon,Yukon () SUV,2000,2006
1493,GMC,Yukon,Yukon () SUV,2008,2013
1494,GMC,Yukon,Yukon () SUV,2015,2018
1495,Honda,Accord,Accord  Coupé,1990,1997
1496,Honda,Accord,Accord  Coupé,1998,2003
1497,Honda,Accord,Accord  Saloon,1990,1997
1498,Honda,Accord,Accord  Saloon,1998,2003
1499,Honda,Accord,Accord () Saloon,2008,2014
1500,Honda,Accord,Accord () Tourer,2008,2014
1501,Honda,Accord,Accord (CL7/9) Saloon,2003,2008
1502,Honda,Accord,Accord (CL7/9) Tourer,2003,2008
1503,Honda,Civic MK IV,Civic MK IV (EF) Hatchback,1988,1988
1504,Honda,Civic MK IV,Civic MK IV (EF) Hatchback,1989,1991
1505,Honda,Civic MK IX,Civic MK IX (FK/FB) Coupé,2012,2016
1506,Honda,Civic MK IX,Civic MK IX (FK/FB) Hatchback,2012,2016
1507,Honda,Civic MK IX,Civic MK IX (FK/FB) Saloon,2012,2016
1508,Honda,Civic MK V,Civic MK V (EG) Hatchback,1992,1995
1509,Honda,Civic MK V,Civic MK V (EG) Saloon,1992,1995
1510,Honda,Civic MK V,"Civic MK V (EG, EH) Coupé",1993,1995
1511,Honda,Civic MK VI,"Civic MK VI (EJ, EK) Coupé",1995,2000
1512,Honda,Civic MK VI,"Civic MK VI (EJ, EK) Hatchback",1995,2000
1513,Honda,Civic MK VI,"Civic MK VI (EJ, EK) Saloon",1995,2000
1514,Honda,Civic MK VIII,Civic MK VIII (FB) Saloon,2012,2016
1515,Honda,Civic MK VIII,Civic MK VIII (FG ) Coupé,2012,2016
1516,Honda,Civic MK VIII,Civic MK VIII (FN) Hatchback,2012,2016
1517,Honda,Civic MK VIII Hybrid,Civic MK VIII Hybrid (FK) Saloon,2006,2012
1518,Honda,Civic Mk X,Civic Mk X (FC) Coupé,2016,2023
1519,Honda,Civic Mk X,Civic Mk X (FC) Saloon,2016,2023
1520,Honda,Civic Mk X,Civic Mk X (FK) Hatchback,2016,2023
1521,Honda,Civic MK XI,Civic MK XI (FE) Saloon,2021,
1522,Honda,Civic MK XI,Civic MK XI (FL) Hatchback,2021,
1523,Honda,Civic MKVII,Civic MKVII (EM2) Coupé,2001,2005
1524,Honda,Civic MKVII,Civic MKVII (EP1/2) Hatchback,2000,2002
1525,Honda,Civic MKVII,Civic MKVII (EP1/2) Hatchback,2003,2005
1526,Honda,Civic MKVII,Civic MKVII (EP4) Hatchback,2000,2002
1527,Honda,Civic MKVII,Civic MKVII (EP4) Hatchback,2003,2005
1528,Honda,Civic MKVII,Civic MKVII (ES4-7) Saloon,2001,2005
1529,Honda,Civic MKVII,Civic MKVII (EU5-9) Hatchback,2000,2002
1530,Honda,Civic MKVII,Civic MKVII (EU5-9) Hatchback,2003,2005
1531,Honda,Civic MKVIII,Civic MKVIII (FD) Hatchback,2006,2012
1532,Honda,Civic MKVIII,Civic MKVIII (FD) Saloon,2006,2012
1533,Honda,Civic MKVIII,Civic MKVIII (FG2) Coupé,2006,2012
1534,Honda,Civic MKVIII,Civic MKVIII (FK) Hatchback,2006,2012
1535,Honda,Civic MKVIII,Civic MKVIII (FK) Saloon,2006,2012
1536,Honda,Civic MKVIII,Civic MKVIII (FN) Hatchback,2006,2012
1537,Honda,Civic MKVIII,Civic MKVIII (FN) Saloon,2006,2012
1538,Honda,Civic Type 'R',Civic Type 'R' (EP3) Hatchback,2001,2005
1539,Honda,CRV,CRV (RM) SUV,2012,2018
1540,Honda,CRV,CRV (RM) SUV AWD,2012,2018
1541,Honda,CR-V,CR-V (RM) SUV,2012,2016
1542,Honda,CR-V,CR-V (RM) SUV 4X4,2012,2016
1543,Honda,CRX,"CRX (EG, EH) Coupé",1992,2000
1544,Honda,CRX,"CRX (EJ, EK) Coupé",1995,2000
1545,Honda,CR-Z,CR-Z () Coupé,2011,2016
1546,Honda,Fit,Fit (GE/GG) Hatchback,2007,2014
1547,Honda,Integra,"Integra (DC2, DC4) Coupé",1994,1998
1548,Honda,Integra Type 'R',Integra Type 'R' (DC2) Coupé,1998,2001
1549,Honda,Jazz,Jazz (GE/GG) Hatchback,2007,2014
1550,Honda,Passport,Passport  SUV 4x4,1995,1998
1551,Honda,Prelude,Prelude () Coupé,1992,1996
1552,Honda,Prelude,Prelude () Coupé,1997,2000
1553,Honda,S2000,S2000 () Roadster,1999,2008
1554,Hyundai,Grand Santa Fe,Grand Santa Fe (DM) SUV 4x4,2012,2018
1555,Hyundai,Santa Fe,Santa Fe (CM) SUV,2009,2012
